;moviename;data;file
138097;Shakespeare in Love;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1956090044', 'SubFileName': 'Shakespeare.In.Love.1998.1080p.BluRay.x264-SSF.eng.srt', 'SubActualCD': '1', 'SubSize': '114810', 'SubHash': '495b08356e8631982fea82235c5523e6', 'SubLastTS': '01:57:02', 'SubTSGroup': '1', 'InfoReleaseGroup': 'SSF', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '7513328', 'UserID': '1012060', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2018-10-18 08:46:44', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '10178', 'MovieReleaseName': 'Shakespeare.In.Love.1998.1080p.BluRay.x264-SSF', 'MovieFPS': '23.976', 'IDMovie': '422', 'IDMovieImdb': '138097', 'MovieName': 'Shakespeare in Love', 'MovieNameEng': '', 'MovieYear': '1998', 'MovieImdbRating': '7.1', 'SubFeatured': '0', 'UserNickName': 'SuperMau', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '8bda7f934dc8e9afb6fa112754466b35', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a90c4f/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1956090044.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f53e0bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/7513328', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/7513328/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/shakespeare-in-love-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0138097', 'sublanguageid': 'eng'}, 'Score': 33.10178};{'1956090044': '/home/eva/Diploma/os/138097.srt'}
37008;Laura;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953818061', 'SubFileName': 'Laura.1944.720p.BluRay.x264-HD4U.srt', 'SubActualCD': '1', 'SubSize': '108396', 'SubHash': 'f822ce85ebd093eb10b0947c203daf8c', 'SubLastTS': '01:27:55', 'SubTSGroup': '3', 'InfoReleaseGroup': 'HD4U', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '5276837', 'UserID': '458171', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2013-11-17 22:29:57', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '2', 'SubDownloadsCnt': '8750', 'MovieReleaseName': 'Laura.1944.720p.BluRay.x264-HD4U', 'MovieFPS': '23.976', 'IDMovie': '428', 'IDMovieImdb': '37008', 'MovieName': 'Laura', 'MovieNameEng': '', 'MovieYear': '1944', 'MovieImdbRating': '7.9', 'SubFeatured': '0', 'UserNickName': 'vtn54', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '0a78a6127804da1314ba1130d0e98d65', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19bd0c53/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953818061.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5580bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5276837', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5276837/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/laura-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0037008', 'sublanguageid': 'eng'}, 'Score': 35.0875};{'1953818061': '/home/eva/Diploma/os/37008.srt'}
110638;Nell;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952471578', 'SubFileName': 'Nell.[1994].DVDRip.XviD-BLiTZKRiEG.srt', 'SubActualCD': '1', 'SubSize': '65150', 'SubHash': '0697b516427005245af7d4a81c3aa59d', 'SubLastTS': '01:43:33', 'SubTSGroup': '6', 'InfoReleaseGroup': 'BLiTZKRiEG', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3809687', 'UserID': '605912', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-09-07 08:40:40', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '5292', 'MovieReleaseName': 'Nell.[1994].DVDRip.XviD-BLiTZKRiEG (701MB)', 'MovieFPS': '25.000', 'IDMovie': '12817', 'IDMovieImdb': '110638', 'MovieName': 'Nell', 'MovieNameEng': '', 'MovieYear': '1994', 'MovieImdbRating': '6.5', 'SubFeatured': '0', 'UserNickName': 'AMTG', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '1', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '5ec3cb9c847cb4fb4cba7d34a8de7de4', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b80c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952471578.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55b0bc2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3809687', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3809687/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/nell-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0110638', 'sublanguageid': 'eng'}, 'Score': 23.05292};{'1952471578': '/home/eva/Diploma/os/110638.srt'}
302674;Gerry;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951635239', 'SubFileName': 'Gerry.EN.srt', 'SubActualCD': '1', 'SubSize': '27457', 'SubHash': 'f16903795c7f3a6ca67e9cb951a8ddfd', 'SubLastTS': '01:31:23', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3102648', 'UserID': '99949', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-02-12 20:32:24', 'SubBad': '0', 'SubRating': '1.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '5895', 'MovieReleaseName': 'DVDRip 01:43:14 23.976 fps', 'MovieFPS': '25.000', 'IDMovie': '14839', 'IDMovieImdb': '302674', 'MovieName': 'Gerry', 'MovieNameEng': '', 'MovieYear': '2002', 'MovieImdbRating': '6.1', 'SubFeatured': '0', 'UserNickName': 'TZOTZIOY', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '1', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '5c1796cfadb316b1427ecad254812fda', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a90c55/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951635239.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f50e0bb1/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3102648', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3102648/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/gerry-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0302674', 'sublanguageid': 'eng'}, 'Score': 33.25895};{'1951635239': '/home/eva/Diploma/os/302674.srt'}
120257;Swept from the Sea;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '311710', 'SubFileName': 'Swept from the Sea (1997) CD1 - TiDE -.srt', 'SubActualCD': '1', 'SubSize': '24353', 'SubHash': '7e8bf32b0f4bc1742b24eac1bc4e6d16', 'SubLastTS': '00:49:44', 'SubTSGroup': '3', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '235746', 'UserID': '63576', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2006-04-11 00:00:00', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '664', 'MovieReleaseName': 'Swept.From.The.Sea.1997.DVDRip.XviD-TiDE', 'MovieFPS': '0.000', 'IDMovie': '3867', 'IDMovieImdb': '120257', 'MovieName': 'Swept from the Sea', 'MovieNameEng': 'Amy Foster', 'MovieYear': '1997', 'MovieImdbRating': '6.9', 'SubFeatured': '0', 'UserNickName': 'zeeero (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'platinum member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '332377242352c0ee2668e53a96ff18e5', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e9620b76/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/311710.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e9820b84/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/235746', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/235746/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/swept-from-the-sea-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0120257', 'sublanguageid': 'eng'}, 'Score': 21.00664};{'311710': '/home/eva/Diploma/os/120257.srt'}
384814;Ask the Dust;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951834955', 'SubFileName': 'Ask the Dust.srt', 'SubActualCD': '1', 'SubSize': '95702', 'SubHash': '2c63ad9e2bfcbb4660b65794c0cb64be', 'SubLastTS': '01:51:07', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3257286', 'UserID': '458171', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-03-06 22:09:47', 'SubBad': '0', 'SubRating': '7.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '7129', 'MovieReleaseName': 'Ask the Dust[2006]DvDrip[Eng]-aXXo', 'MovieFPS': '23.976', 'IDMovie': '16141', 'IDMovieImdb': '384814', 'MovieName': 'Ask the Dust', 'MovieNameEng': '', 'MovieYear': '2006', 'MovieImdbRating': '5.8', 'SubFeatured': '0', 'UserNickName': 'vtn54', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'c54bd2f0eca873bf7233b5cd730f160e', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19c60c5b/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951834955.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f53b0bba/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3257286', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3257286/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/ask-the-dust-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0384814', 'sublanguageid': 'eng'}, 'Score': 34.47129};{'1951834955': '/home/eva/Diploma/os/384814.srt'}
391198;The Grudge;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953177185', 'SubFileName': 'The.Grudge.2004.UNRATED.720p.BluRay.x264-SiNNERS.srt', 'SubActualCD': '1', 'SubSize': '26853', 'SubHash': '4342b13dfd7e62c69f3d7a9cf392e388', 'SubLastTS': '01:33:26', 'SubTSGroup': '96', 'InfoReleaseGroup': 'SiNNERS', 'InfoFormat': 'BluRay', 'InfoOther': 'Unrated', 'IDSubtitle': '4629845', 'UserID': '458171', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-08-01 00:01:35', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '53378', 'MovieReleaseName': 'The.Grudge.2004.UNRATED.720p.BluRay.x264-SiNNERS', 'MovieFPS': '23.976', 'IDMovie': '76', 'IDMovieImdb': '391198', 'MovieName': 'The Grudge', 'MovieNameEng': ""Untitled 'Ju-on: The Grudge' Remake"", 'MovieYear': '2004', 'MovieImdbRating': '5.9', 'SubFeatured': '0', 'UserNickName': 'vtn54', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'd1e7cd0a741e96711ac35d690849d169', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b80c58/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953177185.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55c0bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4629845', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4629845/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-grudge-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0391198', 'sublanguageid': 'eng'}, 'Score': 33.53378}";{'1953177185': '/home/eva/Diploma/os/391198.srt'}
30287;Jezebel;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1956461008', 'SubFileName': 'Jezebel.1938.720p.BluRay.x264-SiNNERS.srt', 'SubActualCD': '1', 'SubSize': '140363', 'SubHash': '398c4ebcb67beedcb64072dbc9cbacb8', 'SubLastTS': '01:41:57', 'SubTSGroup': '4', 'InfoReleaseGroup': 'SiNNERS', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '7890004', 'UserID': '5140732', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2019-09-12 00:05:10', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '2679', 'MovieReleaseName': ' Jezebel.1938.720p.BluRay.x264-SiNNERS', 'MovieFPS': '23.976', 'IDMovie': '20588', 'IDMovieImdb': '30287', 'MovieName': 'Jezebel', 'MovieNameEng': '', 'MovieYear': '1938', 'MovieImdbRating': '7.4', 'SubFeatured': '0', 'UserNickName': 'hadilan', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'b7632521e3e273ce1640405849db47fc', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b20c51/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1956461008.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55b0bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/7890004', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/7890004/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/jezebel-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0030287', 'sublanguageid': 'eng'}, 'Score': 35.02679};{'1956461008': '/home/eva/Diploma/os/30287.srt'}
765120;My Blueberry Nights;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951976676', 'SubFileName': 'My.Blueberry.Nights.2007.LiMiTED.720p.BluRay.x264-SiNNERS.ENG.srt', 'SubActualCD': '1', 'SubSize': '68870', 'SubHash': '731a36bdf8f8d3a2b1c7ea14b5afd44a', 'SubLastTS': '01:31:50', 'SubTSGroup': '1', 'InfoReleaseGroup': 'SiNNERS', 'InfoFormat': 'BluRay', 'InfoOther': 'Limited', 'IDSubtitle': '3373272', 'UserID': '103920', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-11-23 02:01:31', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '12473', 'MovieReleaseName': 'LiMiTED.720p.BluRay.x264-SiNNERS', 'MovieFPS': '23.976', 'IDMovie': '30567', 'IDMovieImdb': '765120', 'MovieName': 'My Blueberry Nights', 'MovieNameEng': '', 'MovieYear': '2007', 'MovieImdbRating': '6.6', 'SubFeatured': '0', 'UserNickName': 'ShooCat', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '56a81569ab67dd1a08a746d21a89413a', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19e40c62/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951976676.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5350bb4/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3373272', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3373272/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/my-blueberry-nights-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0765120', 'sublanguageid': 'eng'}, 'Score': 33.12473};{'1951976676': '/home/eva/Diploma/os/765120.srt'}
23238;The Most Dangerous Game;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953041372', 'SubFileName': 'The Most Dangerous Game (1932).ENG.srt', 'SubActualCD': '1', 'SubSize': '48555', 'SubHash': '0862ec60fd8fef24ee73e35e158dc1f8', 'SubLastTS': '01:02:04', 'SubTSGroup': '2', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4478200', 'UserID': '1089737', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-02-26 14:53:37', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1706', 'MovieReleaseName': '1hr 02mn 54s Criterion', 'MovieFPS': '23.976', 'IDMovie': '6596', 'IDMovieImdb': '23238', 'MovieName': 'The Most Dangerous Game', 'MovieNameEng': 'Hounds of Zaroff', 'MovieYear': '1932', 'MovieImdbRating': '7.2', 'SubFeatured': '0', 'UserNickName': 'subshare', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'SubTSGroupHash': '677cb5b97e1a30a2d2bd2a468307b0b5', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-198c0c4c/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953041372.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5460bb2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4478200', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4478200/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-most-dangerous-game-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0023238', 'sublanguageid': 'eng'}, 'Score': 33.01706};{'1953041372': '/home/eva/Diploma/os/23238.srt'}
325703;Lara Croft Tomb Raider: The Cradle of Life;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952225743', 'SubFileName': 'The.Cradle.of.Life.2003.Bluray.1080p.DTS.x264.dxva-EuReKA.ENG.srt', 'SubActualCD': '1', 'SubSize': '53322', 'SubHash': 'da07fefd983f03d7ab0c97e82fd4c31c', 'SubLastTS': '01:47:32', 'SubTSGroup': '11', 'InfoReleaseGroup': 'EuReKA', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '3594124', 'UserID': '103920', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2009-11-18 17:34:10', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '52047', 'MovieReleaseName': 'Bluray.1080p.DTS.x264.dxva-EuReKA', 'MovieFPS': '23.976', 'IDMovie': '172', 'IDMovieImdb': '325703', 'MovieName': 'Lara Croft Tomb Raider: The Cradle of Life', 'MovieNameEng': 'Tomb Raider 2', 'MovieYear': '2003', 'MovieImdbRating': '5.5', 'SubFeatured': '0', 'UserNickName': 'ShooCat', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'bcc4cc94622e83ffe952d98444ce246f', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-199e0c51/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952225743.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5440bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3594124', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3594124/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/lara-croft-tomb-raider-the-cradle-of-life-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0325703', 'sublanguageid': 'eng'}, 'Score': 35.52047};{'1952225743': '/home/eva/Diploma/os/325703.srt'}
