;moviename;data;file
68182;Aguirre, the Wrath of God;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953218079', 'SubFileName': 'Aguirre, der Zorn Gottes (Aguirre - The Wrath of God) (1972).ENG.srt', 'SubActualCD': '1', 'SubSize': '40569', 'SubHash': '1624a1d5e536e3e392ff25d230807110', 'SubLastTS': '01:32:18', 'SubTSGroup': '2', 'InfoReleaseGroup': 'Aguirre - The Wrath of God', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4671181', 'UserID': '1089737', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-09-26 06:05:44', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '3567', 'MovieReleaseName': 'BluRay (1hr 34mn 34s) resync', 'MovieFPS': '23.976', 'IDMovie': '2763', 'IDMovieImdb': '68182', 'MovieName': 'Aguirre, the Wrath of God', 'MovieNameEng': 'of God', 'MovieYear': '1972', 'MovieImdbRating': '7.8', 'SubFeatured': '0', 'UserNickName': 'subshare', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '89f95e1bb095330d2c74debdb3293dab', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a30c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953218079.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5440bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4671181', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4671181/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/aguirre-the-wrath-of-god-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0068182', 'sublanguageid': 'eng'}, 'Score': 33.03567};{'1953218079': '/home/eva/Diploma/os/68182.srt'}
348529;Anatomy of Hell;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951618925', 'SubFileName': ""Breillat, Catherine - (2004) - Anatomie de l'enfer - XviD (DVDRip) - 640 x 336 @ 25 - French - Separ"", 'SubActualCD': '1', 'SubSize': '23291', 'SubHash': '99e8e944c88cc7e3c14262eae524a668', 'SubLastTS': '02:21:39', 'SubTSGroup': '1', 'InfoReleaseGroup': 'Sep', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3090083', 'UserID': '88021', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2006-12-12 08:49:23', 'SubBad': '0', 'SubRating': '1.5', 'SubSumVotes': '2', 'SubDownloadsCnt': '19221', 'MovieReleaseName': ""Anatomie de l'Enfer"", 'MovieFPS': '25.000', 'IDMovie': '2195', 'IDMovieImdb': '348529', 'MovieName': 'Anatomy of Hell', 'MovieNameEng': 'Anatomy of Hell', 'MovieYear': '2004', 'MovieImdbRating': '4.4', 'SubFeatured': '0', 'UserNickName': 'ericb2038', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'administrator', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'SubTSGroupHash': '93126090fe6c28d650177285bb5f5103', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19ba0c58/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951618925.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f51e0bb0/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3090083', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3090083/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/anatomy-of-hell-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0348529', 'sublanguageid': 'eng'}, 'Score': 33.49221}";{'1951618925': '/home/eva/Diploma/os/348529.srt'}
177882;Kebab Connection;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '145224', 'SubFileName': 'Kebab.Connection.German.DVDRiP.XviD-JAM.ENG.srt', 'SubActualCD': '1', 'SubSize': '67479', 'SubHash': 'f2bde6c0ad936933b0d5a6aac69e4f70', 'SubLastTS': '01:27:23', 'SubTSGroup': '2', 'InfoReleaseGroup': 'JAM', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '105783', 'UserID': '48271', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2005-11-20 00:00:00', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1443', 'MovieReleaseName': 'Kebab Connection (2005)', 'MovieFPS': '25.000', 'IDMovie': '10260', 'IDMovieImdb': '177882', 'MovieName': 'Kebab Connection', 'MovieNameEng': '', 'MovieYear': '2004', 'MovieImdbRating': '6.7', 'SubFeatured': '0', 'UserNickName': 'figeto (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'GB18030', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'df3d9a06506b0a1f507691e4803adfd1', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e96c0b7b/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/145224.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-e9720b81/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/105783', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/105783/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/kebab-connection-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0177882', 'sublanguageid': 'eng'}, 'Score': 21.01443};{'145224': '/home/eva/Diploma/os/177882.srt'}
808417;Persepolis;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952315756', 'SubFileName': 'Persepolis [BD 1080p x264 Triaudio][T Virus][Grupo HDS].ENG.srt', 'SubActualCD': '1', 'SubSize': '83598', 'SubHash': '76324a77737057fd701c6c80bb083df5', 'SubLastTS': '01:32:32', 'SubTSGroup': '1', 'InfoReleaseGroup': 'Triaudio][T Virus][Grupo HDS]', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '3669800', 'UserID': '103920', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2010-04-27 19:51:14', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '10794', 'MovieReleaseName': '[BD 1080p x264 Triaudio][T Virus][Grupo HDS]', 'MovieFPS': '23.976', 'IDMovie': '28833', 'IDMovieImdb': '808417', 'MovieName': 'Persepolis', 'MovieNameEng': '', 'MovieYear': '2007', 'MovieImdbRating': '8.0', 'SubFeatured': '0', 'UserNickName': 'ShooCat', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '3b429543dae8a1d9f829a154e608ff1d', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a40c55/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952315756.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55c0bb9/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3669800', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3669800/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/persepolis-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0808417', 'sublanguageid': 'eng'}, 'Score': 35.10794};{'1952315756': '/home/eva/Diploma/os/808417.srt'}
880502;The Edge of Heaven;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951857826', 'SubFileName': 'The.Edge.of.Heaven.2007.LiMiTED.DVDRip.XviD-AEN.CD2.en.srt', 'SubActualCD': '2', 'SubSize': '23119', 'SubHash': 'cfa27a624f761345c9909958459a0a82', 'SubLastTS': '00:58:41', 'SubTSGroup': '7', 'InfoReleaseGroup': 'AEN', 'InfoFormat': 'DVD', 'InfoOther': 'Limited', 'IDSubtitle': '3274954', 'UserID': '88021', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2008-04-21 06:24:08', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '5299', 'MovieReleaseName': 'The.Edge.of.Heaven.2007.LiMiTED.DVDRip.XviD-AEN', 'MovieFPS': '25.000', 'IDMovie': '29216', 'IDMovieImdb': '880502', 'MovieName': 'The Edge of Heaven', 'MovieNameEng': '', 'MovieYear': '2007', 'MovieImdbRating': '7.8', 'SubFeatured': '0', 'UserNickName': 'ericb2038', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'administrator', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'GB18030', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'cba57a93b9c1a44d217b34d5cd0c71ed', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19d40c5d/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951857826.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5460bbb/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3274954', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3274954/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-edge-of-heaven-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0880502', 'sublanguageid': 'eng'}, 'Score': 33.05299};{'1951857826': '/home/eva/Diploma/os/880502.srt'}
280590;Mr. Deeds;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951900268', 'SubFileName': 'Mr. Deeds (2002).srt', 'SubActualCD': '1', 'SubSize': '111641', 'SubHash': '14f270c49ee547e2150382550069ca42', 'SubLastTS': '01:30:02', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '3308752', 'UserID': '233962', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-07-28 04:23:38', 'SubBad': '0', 'SubRating': '1.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '44092', 'MovieReleaseName': 'DcN', 'MovieFPS': '29.970', 'IDMovie': '1863', 'IDMovieImdb': '280590', 'MovieName': 'Mr. Deeds', 'MovieNameEng': 'Deeds', 'MovieYear': '2002', 'MovieImdbRating': '5.8', 'SubFeatured': '0', 'UserNickName': 'CptCranky', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': '3efc49c592ebd187c43d0dfb8719bff5', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-199d0c52/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951900268.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5310bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3308752', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3308752/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/mr-deeds-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0280590', 'sublanguageid': 'eng'}, 'Score': 21.64092};{'1951900268': '/home/eva/Diploma/os/280590.srt'}
410297;The Lake House;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954109636', 'SubFileName': 'The.Lake.House.2006.720p.Bluray.AC3.x264-UNit3D-sdh.srt', 'SubActualCD': '1', 'SubSize': '111235', 'SubHash': 'f8adc6e80ae7da6507e0cec51b358b49', 'SubLastTS': '01:38:03', 'SubTSGroup': '10', 'InfoReleaseGroup': 'UNit3D-sdh', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '5520782', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-02-01 15:44:01', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '32696', 'MovieReleaseName': 'The.Lake.House.2006.720p.Bluray.AC3.x264-UNit3D', 'MovieFPS': '23.976', 'IDMovie': '19302', 'IDMovieImdb': '410297', 'MovieName': 'The Lake House', 'MovieNameEng': 'Mare, Il', 'MovieYear': '2006', 'MovieImdbRating': '6.8', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '1', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '31f70ce124080a722fdebdb7d7d6e897', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19aa0c55/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954109636.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f53b0bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5520782', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5520782/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-lake-house-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0410297', 'sublanguageid': 'eng'}, 'Score': 35.32696};{'1954109636': '/home/eva/Diploma/os/410297.srt'}
343818;I, Robot;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951686429', 'SubFileName': 'I.Robot.2004.DVDRip.XviD-UnSeeN.srt', 'SubActualCD': '1', 'SubSize': '87235', 'SubHash': '474697c50f0209dc81599b07b9e4d556', 'SubLastTS': '01:40:05', 'SubTSGroup': '25', 'InfoReleaseGroup': 'UnSeeN', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3141468', 'UserID': '290810', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-08-18 03:27:26', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '4', 'SubDownloadsCnt': '89023', 'MovieReleaseName': 'I.Robot.2004.DVDRip.XviD-UnSeeN', 'MovieFPS': '23.976', 'IDMovie': '47', 'IDMovieImdb': '343818', 'MovieName': 'I, Robot', 'MovieNameEng': 'Hardwired', 'MovieYear': '2004', 'MovieImdbRating': '7.1', 'SubFeatured': '0', 'UserNickName': 'evgeni99', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'f84b8f2c4b211bef0653170bd997abc7', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19ca0c5c/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951686429.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f51c0bb4/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3141468', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3141468/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/i-robot-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0343818', 'sublanguageid': 'eng'}, 'Score': 35.89023};{'1951686429': '/home/eva/Diploma/os/343818.srt'}
183523;Mission to Mars;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953157484', 'SubFileName': 'Mission.To.Mars.2000.720p.BluRay.x264-SiNNERS.eng.srt', 'SubActualCD': '1', 'SubSize': '86953', 'SubHash': '207cd58690c76e790e7f7c9db438f5ba', 'SubLastTS': '01:45:43', 'SubTSGroup': '1', 'InfoReleaseGroup': 'SiNNERS', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '4590316', 'UserID': '969697', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-07-01 19:04:25', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '6991', 'MovieReleaseName': 'Mission.To.Mars.2000.720p.BluRay.x264-SiNNERS', 'MovieFPS': '24.000', 'IDMovie': '849', 'IDMovieImdb': '183523', 'MovieName': 'Mission to Mars', 'MovieNameEng': 'M2M', 'MovieYear': '2000', 'MovieImdbRating': '5.6', 'SubFeatured': '0', 'UserNickName': 'spaceboy74', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '53b76c6597a165a83355531a3ef9329b', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b60c58/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953157484.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5410bb5/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4590316', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4590316/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/mission-to-mars-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0183523', 'sublanguageid': 'eng'}, 'Score': 33.06991};{'1953157484': '/home/eva/Diploma/os/183523.srt'}
7264;The Rink;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953280589', 'SubFileName': '[1916] Charlie Chaplin - The Rink (EN).srt', 'SubActualCD': '1', 'SubSize': '1049', 'SubHash': '9a5c79f00150eff99473fc795749bedb', 'SubLastTS': '00:23:30', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4734425', 'UserID': '935462', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-12-06 11:10:03', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '2955', 'MovieReleaseName': ' [1916] Charlie Chaplin - The Rink (EN)', 'MovieFPS': '0.000', 'IDMovie': '1090', 'IDMovieImdb': '7264', 'MovieName': 'The Rink', 'MovieNameEng': 'Rolling Around', 'MovieYear': '1916', 'MovieImdbRating': '', 'SubFeatured': '0', 'UserNickName': 'jcdr', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '1e4d0774ca7649264c4ccfc0552381e6', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19b70c5b/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953280589.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5430bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4734425', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4734425/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-rink-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0007264', 'sublanguageid': 'eng'}, 'Score': 33.02955};{'1953280589': '/home/eva/Diploma/os/7264.srt'}
373883;Halloween;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951720521', 'SubFileName': 'Halloween[2007]DvDrip[Eng]-FXG.Eng.srt', 'SubActualCD': '1', 'SubSize': '107987', 'SubHash': 'dd59e16e5c39dfee905d603903b57d3a', 'SubLastTS': '02:01:22', 'SubTSGroup': '1', 'InfoReleaseGroup': 'FXG', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3168052', 'UserID': '73963', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2007-12-10 20:43:03', 'SubBad': '0', 'SubRating': '7.1', 'SubSumVotes': '9', 'SubDownloadsCnt': '35782', 'MovieReleaseName': 'DvDrip[Eng]-FXG', 'MovieFPS': '23.980', 'IDMovie': '27062', 'IDMovieImdb': '373883', 'MovieName': 'Halloween', 'MovieNameEng': '', 'MovieYear': '2007', 'MovieImdbRating': '6.0', 'SubFeatured': '0', 'UserNickName': 'blackDomina', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '1', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '0b4f501c98e04620a8fc7de1b4ba5a6b', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19950c4a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951720521.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f52e0bb2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3168052', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3168052/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/halloween-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0373883', 'sublanguageid': 'eng'}, 'Score': 34.77782};{'1951720521': '/home/eva/Diploma/os/373883.srt'}
